time,P,G(i),H_sun,T2m,WS10m,Int
20230914:2210,0.0,0.0,0.0,16.2,1.93,0.0
20230914:2310,0.0,0.0,0.0,15.84,1.93,0.0
20230915:0010,0.0,0.0,0.0,15.66,1.93,0.0
20230915:0110,0.0,0.0,0.0,15.12,1.86,0.0
20230915:0210,0.0,0.0,0.0,14.82,1.79,0.0
20230915:0310,0.0,0.0,0.0,14.6,1.66,0.0
20230915:0410,0.0,0.0,0.0,14.23,1.66,0.0
20230915:0510,29.9,65.7,5.92,13.98,1.59,0.0
20230915:0610,187.64,251.66,15.95,14.91,1.31,0.0
20230915:0710,216.69,274.64,25.49,16.07,1.59,0.0
20230915:0810,521.27,651.44,34.02,17.14,1.66,0.0
20230915:0910,232.29,296.83,40.77,18.39,1.45,0.0
20230915:1010,509.42,648.21,44.83,19.24,1.38,0.0
20230915:1110,173.17,227.72,45.36,20.06,1.31,0.0
20230915:1210,580.64,752.42,42.25,20.71,1.1,0.0
20230915:1310,416.67,532.4,36.16,20.75,0.9,0.0
20230915:1410,197.76,257.94,28.05,20.62,0.97,0.0
20230915:1510,236.06,313.2,18.73,20.38,1.1,0.0
20230915:1610,55.49,94.43,8.8,20.14,1.17,0.0
20230915:1710,0.0,0.0,0.0,19.33,1.24,0.0
20230915:1810,0.0,0.0,0.0,18.16,1.38,0.0
20230915:1910,0.0,0.0,0.0,17.54,1.52,0.0
20230915:2010,0.0,0.0,0.0,16.78,1.52,0.0
20230915:2110,0.0,0.0,0.0,16.19,1.45,0.0
20230915:2210,0.0,0.0,0.0,15.72,1.52,0.0
20230915:2310,0.0,0.0,0.0,15.23,1.59,0.0
20230916:0010,0.0,0.0,0.0,14.91,1.59,0.0
20230916:0110,0.0,0.0,0.0,14.46,1.52,0.0
20230916:0210,0.0,0.0,0.0,14.16,1.45,0.0
20230916:0310,0.0,0.0,0.0,13.75,1.52,0.0
20230916:0410,0.0,0.0,0.0,13.38,1.59,0.0
20230916:0510,22.86,53.37,5.7,13.45,1.52,0.0
20230916:0610,195.07,262.12,15.72,14.65,1.17,0.0
20230916:0710,382.79,479.04,25.25,17.39,1.86,0.0
20230916:0810,538.01,669.86,33.74,18.6,2.76,0.0
20230916:0910,638.96,802.26,40.45,19.92,3.52,0.0
20230916:1010,668.32,843.76,44.46,20.82,3.93,0.0
20230916:1110,581.22,731.18,44.97,21.42,4.07,0.0
20230916:1210,605.41,763.86,41.85,21.49,3.72,0.0
20230916:1310,532.33,668.95,35.78,21.7,3.52,0.0
20230916:1410,413.19,520.24,27.68,21.89,3.45,0.0
20230916:1510,240.54,318.48,18.38,21.48,3.03,0.0
20230916:1610,59.73,104.89,8.45,20.83,2.41,0.0
20230916:1710,0.0,0.0,0.0,19.69,2.21,0.0
20230916:1810,0.0,0.0,0.0,18.48,2.07,0.0
20230916:1910,0.0,0.0,0.0,18.32,2.34,0.0
20230916:2010,0.0,0.0,0.0,17.98,2.41,0.0
20230916:2110,0.0,0.0,0.0,17.49,2.28,0.0
20230916:2210,0.0,0.0,0.0,17.03,2.14,0.0
20230916:2310,0.0,0.0,0.0,16.57,2.14,0.0
20230917:0010,0.0,0.0,0.0,16.3,2.07,0.0
20230917:0110,0.0,0.0,0.0,15.89,2.07,0.0
20230917:0210,0.0,0.0,0.0,15.46,1.93,0.0
20230917:0310,0.0,0.0,0.0,15.04,1.79,0.0
20230917:0410,0.0,0.0,0.0,14.69,1.66,0.0
20230917:0510,21.93,52.16,5.48,14.34,1.52,0.0
20230917:0610,191.95,259.21,15.49,15.26,1.1,0.0
20230917:0710,376.62,474.88,25.0,17.52,1.1,0.0
20230917:0810,526.64,668.82,33.45,19.33,1.31,0.0
20230917:0910,633.01,816.54,40.13,20.82,1.72,0.0
20230917:1010,686.73,892.14,44.09,22.03,2.28,0.0
20230917:1110,687.62,895.63,44.57,23.04,2.48,0.0
20230917:1210,630.1,817.5,41.45,23.72,2.41,0.0
20230917:1310,539.2,694.5,35.39,24.16,2.28,0.0
20230917:1410,392.53,503.77,27.32,24.19,2.34,0.0
20230917:1510,232.5,313.21,18.02,23.76,2.21,0.0
20230917:1610,57.93,105.72,8.1,22.98,1.72,0.0
20230917:1710,0.0,0.0,0.0,21.62,1.66,0.0
20230917:1810,0.0,0.0,0.0,20.28,1.52,0.0
20230917:1910,0.0,0.0,0.0,19.56,1.66,0.0
20230917:2010,0.0,0.0,0.0,18.8,1.66,0.0
20230917:2110,0.0,0.0,0.0,18.18,1.72,0.0
20230917:2210,0.0,0.0,0.0,17.75,1.72,0.0
20230917:2310,0.0,0.0,0.0,17.41,1.72,0.0
20230918:0010,0.0,0.0,0.0,16.74,1.79,0.0
20230918:0110,0.0,0.0,0.0,16.3,1.79,0.0
20230918:0210,0.0,0.0,0.0,15.94,1.79,0.0
20230918:0310,0.0,0.0,0.0,15.61,1.79,0.0
20230918:0410,0.0,0.0,0.0,15.35,1.86,0.0
20230918:0510,19.37,45.31,5.26,14.62,1.93,0.0
20230918:0610,181.55,246.11,15.26,16.23,1.79,0.0
20230918:0710,342.28,428.74,24.74,18.5,2.62,0.0
20230918:0810,493.16,611.22,33.17,20.26,4.14,0.0
20230918:0910,463.04,574.94,39.8,21.51,5.38,0.0
20230918:1010,665.52,835.69,43.73,22.23,5.31,0.0
20230918:1110,544.33,681.78,44.18,23.14,5.72,0.0
20230918:1210,345.03,435.38,41.06,23.53,5.66,0.0
20230918:1310,416.68,522.77,35.01,23.48,5.1,0.0
20230918:1410,291.51,372.01,26.95,23.64,4.14,0.0
20230918:1510,158.53,215.57,17.67,23.59,3.52,0.0
20230918:1610,25.39,47.68,7.75,23.27,3.17,0.0
20230918:1710,0.0,0.0,0.0,22.47,3.1,0.0
20230918:1810,0.0,0.0,0.0,21.94,3.17,0.0
20230918:1910,0.0,0.0,0.0,20.74,1.86,0.0
20230918:2010,0.0,0.0,0.0,19.7,1.93,0.0
20230918:2110,0.0,0.0,0.0,19.3,1.66,0.0
20230918:2210,0.0,0.0,0.0,18.93,1.59,0.0
20230918:2310,0.0,0.0,0.0,18.6,1.45,0.0
20230919:0010,0.0,0.0,0.0,18.27,1.1,0.0
20230919:0110,0.0,0.0,0.0,17.91,0.83,0.0
20230919:0210,0.0,0.0,0.0,17.69,0.83,0.0
20230919:0310,0.0,0.0,0.0,17.56,0.97,0.0
20230919:0410,0.0,0.0,0.0,17.56,1.66,0.0
20230919:0510,0.0,3.9,5.03,17.18,2.14,0.0
20230919:0610,28.7,49.76,15.03,17.04,2.21,0.0
20230919:0710,40.2,64.39,24.49,16.39,0.97,0.0
20230919:0810,125.82,168.22,32.88,17.16,1.31,0.0
20230919:0910,577.04,732.27,39.47,19.22,1.79,0.0
20230919:1010,664.34,853.02,43.36,21.09,2.48,0.0
20230919:1110,520.29,661.68,43.78,22.04,2.69,0.0
20230919:1210,193.45,253.75,40.66,22.63,2.69,0.0
20230919:1310,418.37,529.32,34.62,22.17,2.55,0.0
20230919:1410,140.9,190.01,26.58,22.4,1.86,0.0
20230919:1510,38.3,63.42,17.31,22.17,1.52,0.0
20230919:1610,36.64,66.92,7.4,21.6,0.48,0.0
20230919:1710,0.0,0.0,0.0,19.91,0.62,0.0
20230919:1810,0.0,0.0,0.0,18.44,1.1,0.0
20230919:1910,0.0,0.0,0.0,17.0,1.52,0.0
20230919:2010,0.0,0.0,0.0,16.28,1.59,0.0
20230919:2110,0.0,0.0,0.0,15.76,1.66,0.0
20230919:2210,0.0,0.0,0.0,15.22,1.66,0.0
20230919:2310,0.0,0.0,0.0,14.7,1.59,0.0
20230920:0010,0.0,0.0,0.0,14.22,1.52,0.0
20230920:0110,0.0,0.0,0.0,13.78,1.45,0.0
20230920:0210,0.0,0.0,0.0,13.62,1.31,0.0
20230920:0310,0.0,0.0,0.0,13.5,1.24,0.0
20230920:0410,0.0,0.0,0.0,13.68,1.03,0.0
20230920:0510,18.22,45.56,4.81,13.95,1.03,0.0
20230920:0610,188.62,256.24,14.8,15.06,0.76,0.0
20230920:0710,373.63,472.13,24.24,17.11,0.76,0.0
20230920:0810,525.44,664.14,32.6,18.83,1.45,0.0
20230920:0910,636.61,812.65,39.14,20.21,2.21,0.0
20230920:1010,690.18,887.17,42.99,21.38,2.76,0.0
20230920:1110,691.2,885.81,43.39,22.23,3.38,0.0
20230920:1210,552.41,698.16,40.26,22.78,3.86,0.0
20230920:1310,532.57,670.45,34.24,23.02,4.07,0.0
20230920:1410,374.57,472.89,26.21,22.68,4.0,0.0
20230920:1510,210.25,282.22,16.96,22.42,3.72,0.0
20230920:1610,36.7,68.03,7.05,21.61,2.97,0.0
20230920:1710,0.0,0.0,0.0,20.57,2.69,0.0
20230920:1810,0.0,0.0,0.0,19.8,2.62,0.0
20230920:1910,0.0,0.0,0.0,19.46,2.97,0.0
20230920:2010,0.0,0.0,0.0,18.84,2.9,0.0
20230920:2110,0.0,0.0,0.0,18.24,2.76,0.0
20230920:2210,0.0,0.0,0.0,17.81,2.76,0.0
20230920:2310,0.0,0.0,0.0,17.38,2.76,0.0
20230921:0010,0.0,0.0,0.0,17.22,2.69,0.0
20230921:0110,0.0,0.0,0.0,16.84,2.62,0.0
20230921:0210,0.0,0.0,0.0,16.49,2.55,0.0
20230921:0310,0.0,0.0,0.0,16.28,2.55,0.0
20230921:0410,0.0,0.0,0.0,16.07,2.62,0.0
20230921:0510,7.52,20.62,4.58,16.13,2.76,0.0
20230921:0610,143.21,195.56,14.56,16.75,2.83,0.0
20230921:0710,354.72,441.45,23.98,17.91,3.31,0.0
20230921:0810,329.86,407.98,32.31,19.28,5.38,0.0
20230921:0910,557.79,689.1,38.81,20.89,5.79,0.0
20230921:1010,682.75,853.76,42.62,21.95,5.79,0.0
20230921:1110,687.82,861.6,42.99,22.55,6.07,0.0
20230921:1210,616.5,770.98,39.87,23.14,6.0,0.0
20230921:1310,528.38,659.71,33.85,23.54,5.79,0.0
20230921:1410,383.75,482.42,25.84,23.37,5.72,0.0
20230921:1510,185.73,250.47,16.6,22.72,4.76,0.0
20230921:1610,38.07,72.37,6.7,21.55,4.69,0.0
20230921:1710,0.0,0.0,0.0,20.26,4.28,0.0
20230921:1810,0.0,0.0,0.0,19.32,4.34,0.0
20230921:1910,0.0,0.0,0.0,19.24,4.34,0.0
20230921:2010,0.0,0.0,0.0,18.53,4.28,0.0
20230921:2110,0.0,0.0,0.0,17.97,4.41,0.0
20230921:2210,0.0,0.0,0.0,17.51,4.41,0.0
20230921:2310,0.0,0.0,0.0,17.27,4.48,0.0
20230922:0010,0.0,0.0,0.0,17.09,4.55,0.0
20230922:0110,0.0,0.0,0.0,17.09,4.62,0.0
20230922:0210,0.0,0.0,0.0,16.97,4.41,0.0
20230922:0310,0.0,0.0,0.0,16.91,4.21,0.0
20230922:0410,0.0,0.0,0.0,16.78,3.93,0.0
20230922:0510,15.68,41.94,4.36,16.54,3.52,0.0
20230922:0610,115.25,159.45,14.33,16.92,2.9,0.0
20230922:0710,359.95,450.79,23.73,18.12,2.41,0.0
20230922:0810,508.01,634.02,32.02,19.74,2.9,0.0
20230922:0910,607.5,765.87,38.48,21.1,3.38,0.0
20230922:1010,672.45,855.13,42.24,22.13,3.79,0.0
20230922:1110,479.68,603.66,42.6,23.32,4.76,0.0
20230922:1210,343.03,433.43,39.47,23.33,4.9,0.0
20230922:1310,355.92,448.38,33.47,23.44,4.9,0.0
20230922:1410,239.41,308.25,25.47,23.61,4.76,0.0
20230922:1510,110.69,155.24,16.24,23.26,4.28,0.0
20230922:1610,22.6,44.96,6.35,22.56,4.0,0.0
20230922:1710,0.0,0.0,0.0,21.58,3.79,0.0
20230922:1810,0.0,0.0,0.0,20.99,3.66,0.0
20230922:1910,0.0,0.0,0.0,20.35,3.24,0.0
20230922:2010,0.0,0.0,0.0,19.82,2.62,0.0
20230922:2110,0.0,0.0,0.0,19.22,2.07,0.0
20230922:2210,0.0,0.0,0.0,18.36,1.1,0.0
20230922:2310,0.0,0.0,0.0,17.64,0.62,0.0
20230923:0010,0.0,0.0,0.0,17.33,1.31,0.0
20230923:0110,0.0,0.0,0.0,16.36,2.14,0.0
20230923:0210,0.0,0.0,0.0,15.79,2.21,0.0
20230923:0310,0.0,0.0,0.0,15.1,2.55,0.0
20230923:0410,0.0,0.0,0.0,14.08,2.62,0.0
20230923:0510,0.0,3.9,4.13,13.79,2.62,0.0
20230923:0610,10.52,24.39,14.09,13.77,2.34,0.0
20230923:0710,20.97,39.03,23.47,13.94,2.28,0.0
20230923:0810,96.03,130.74,31.73,14.19,2.41,0.0
20230923:0910,85.23,118.06,38.15,14.38,2.69,0.0
20230923:1010,97.62,132.69,41.87,14.56,3.03,0.0
20230923:1110,222.07,278.79,42.2,15.09,2.83,0.0
20230923:1210,125.4,165.86,39.07,15.43,2.97,0.0
20230923:1310,112.81,151.23,33.08,15.64,2.9,0.0
20230923:1410,57.06,84.88,25.1,15.68,2.9,0.0
20230923:1510,17.22,34.15,15.88,15.59,2.69,0.0
20230923:1610,15.72,33.06,6.0,15.44,2.76,0.0
20230923:1710,0.0,0.0,0.0,15.06,3.17,0.0
20230923:1810,0.0,0.0,0.0,14.78,3.45,0.0
20230923:1910,0.0,0.0,0.0,14.74,4.28,0.0
20230923:2010,0.0,0.0,0.0,14.38,4.83,0.0
20230923:2110,0.0,0.0,0.0,14.07,4.97,0.0
20230923:2210,0.0,0.0,0.0,13.89,4.9,0.0
20230923:2310,0.0,0.0,0.0,13.65,4.83,0.0
20230924:0010,0.0,0.0,0.0,13.46,4.83,0.0
20230924:0110,0.0,0.0,0.0,13.38,4.97,0.0
20230924:0210,0.0,0.0,0.0,13.18,5.17,0.0
20230924:0310,0.0,0.0,0.0,13.14,5.31,0.0
20230924:0410,0.0,0.0,0.0,13.03,5.45,0.0
20230924:0510,0.0,2.93,3.91,12.94,5.59,0.0
20230924:0610,14.68,30.25,13.85,12.75,5.45,0.0
20230924:0710,44.38,68.3,23.21,12.43,6.55,0.0
20230924:0810,74.79,104.4,31.43,12.15,6.34,0.0
20230924:0910,164.78,207.74,37.81,12.19,6.34,0.0
20230924:1010,102.54,136.59,41.5,12.18,6.28,0.0
20230924:1110,55.58,81.96,41.8,12.84,6.0,0.0
20230924:1210,271.14,330.24,38.67,13.16,5.59,0.0
20230924:1310,74.32,104.4,32.69,13.26,5.17,0.0
20230924:1410,59.51,86.83,24.73,13.22,4.97,0.0
20230924:1510,53.23,79.48,15.53,13.49,4.9,0.0
20230924:1610,16.08,33.95,5.65,13.85,4.9,0.0
20230924:1710,0.0,0.0,0.0,14.14,4.97,0.0
20230924:1810,0.0,0.0,0.0,14.29,4.97,0.0
20230924:1910,0.0,0.0,0.0,13.78,4.83,0.0
20230924:2010,0.0,0.0,0.0,13.68,4.76,0.0
20230924:2110,0.0,0.0,0.0,13.54,4.62,0.0
20230924:2210,0.0,0.0,0.0,13.49,4.34,0.0
20230924:2310,0.0,0.0,0.0,13.44,3.93,0.0
20230925:0010,0.0,0.0,0.0,13.35,3.66,0.0
20230925:0110,0.0,0.0,0.0,13.43,3.52,0.0
20230925:0210,0.0,0.0,0.0,13.37,3.52,0.0
20230925:0310,0.0,0.0,0.0,13.11,3.52,0.0
20230925:0410,0.0,0.0,0.0,12.52,3.24,0.0
20230925:0510,0.07,5.85,3.68,12.35,3.03,0.0
20230925:0610,54.74,81.44,13.61,12.72,2.97,0.0
20230925:0710,142.82,184.93,22.95,14.05,3.17,0.0
20230925:0810,121.34,160.46,31.14,14.57,2.97,0.0
20230925:0910,142.26,185.38,37.48,15.0,2.76,0.0
20230925:1010,147.77,192.21,41.12,15.33,2.55,0.0
20230925:1110,308.24,382.0,41.41,16.07,2.69,0.0
20230925:1210,395.38,487.38,38.27,16.43,2.55,0.0
20230925:1310,417.81,515.21,32.31,16.77,2.41,0.0
20230925:1410,352.44,439.4,24.36,17.52,2.28,0.0
20230925:1510,167.63,225.62,15.17,17.68,1.93,0.0
20230925:1610,24.9,54.56,5.3,17.27,1.31,0.0
20230925:1710,0.0,0.0,0.0,16.27,1.03,0.0
20230925:1810,0.0,0.0,0.0,15.58,0.62,0.0
20230925:1910,0.0,0.0,0.0,14.8,1.45,0.0
20230925:2010,0.0,0.0,0.0,14.16,1.59,0.0
20230925:2110,0.0,0.0,0.0,13.7,1.59,0.0
20230925:2210,0.0,0.0,0.0,13.37,1.72,0.0
20230925:2310,0.0,0.0,0.0,13.28,1.66,0.0
20230926:0010,0.0,0.0,0.0,12.91,1.66,0.0
20230926:0110,0.0,0.0,0.0,12.53,1.52,0.0
20230926:0210,0.0,0.0,0.0,12.11,1.38,0.0
20230926:0310,0.0,0.0,0.0,11.62,1.31,0.0
20230926:0410,0.0,0.0,0.0,12.26,1.24,0.0
20230926:0510,8.76,24.9,3.45,12.66,1.31,0.0
20230926:0610,165.38,226.17,13.37,14.03,0.9,0.0
20230926:0710,348.56,442.48,22.68,16.95,0.34,0.0
20230926:0810,467.52,600.36,30.84,19.06,0.14,0.0
20230926:0910,581.56,755.85,37.14,20.25,0.69,0.0
20230926:1010,565.29,734.23,40.75,21.34,1.03,0.0
20230926:1110,591.69,771.14,41.01,22.18,1.31,0.0
20230926:1210,508.18,654.47,37.87,22.73,1.59,0.0
20230926:1310,486.02,623.33,31.92,22.79,1.66,0.0
20230926:1410,351.87,452.17,23.99,22.74,1.66,0.0
20230926:1510,192.17,264.75,14.82,22.11,1.52,0.0
20230926:1610,17.88,40.72,4.95,21.22,1.31,0.0
20230926:1710,0.0,0.0,0.0,19.92,1.24,0.0
20230926:1810,0.0,0.0,0.0,18.98,0.69,0.0
20230926:1910,0.0,0.0,0.0,18.14,0.9,0.0
20230926:2010,0.0,0.0,0.0,17.07,1.17,0.0
20230926:2110,0.0,0.0,0.0,16.13,1.45,0.0
20230926:2210,0.0,0.0,0.0,15.48,1.59,0.0
20230926:2310,0.0,0.0,0.0,14.82,1.52,0.0
20230927:0010,0.0,0.0,0.0,14.12,1.45,0.0
20230927:0110,0.0,0.0,0.0,13.46,1.38,0.0
20230927:0210,0.0,0.0,0.0,13.15,1.31,0.0
20230927:0310,0.0,0.0,0.0,12.77,1.24,0.0
20230927:0410,0.0,0.0,0.0,12.71,1.17,0.0
20230927:0510,6.62,20.9,3.22,12.44,1.1,0.0
20230927:0610,154.04,210.12,13.13,13.26,0.76,0.0
20230927:0710,234.29,299.28,22.42,16.86,0.34,0.0
20230927:0810,472.92,606.65,30.55,19.39,0.34,0.0
20230927:0910,589.96,763.52,36.81,21.08,1.24,0.0
20230927:1010,659.32,857.45,40.38,22.05,1.93,0.0
20230927:1110,650.11,844.12,40.61,22.73,2.21,0.0
20230927:1210,581.65,751.5,37.48,23.21,2.07,0.0
20230927:1310,509.93,656.37,31.54,23.42,1.79,0.0
20230927:1410,365.92,471.87,23.62,23.32,1.66,0.0
20230927:1510,185.93,257.83,14.46,22.8,1.45,0.0
20230927:1610,19.72,46.94,4.61,21.5,1.52,0.0
20230927:1710,0.0,0.0,0.0,19.77,1.59,0.0
20230927:1810,0.0,0.0,0.0,17.95,1.45,0.0
20230927:1910,0.0,0.0,0.0,17.08,1.79,0.0
20230927:2010,0.0,0.0,0.0,16.21,1.79,0.0
20230927:2110,0.0,0.0,0.0,15.53,1.86,0.0
20230927:2210,0.0,0.0,0.0,14.84,1.86,0.0
20230927:2310,0.0,0.0,0.0,14.28,1.86,0.0
20230928:0010,0.0,0.0,0.0,13.7,1.79,0.0
20230928:0110,0.0,0.0,0.0,13.08,1.66,0.0
20230928:0210,0.0,0.0,0.0,12.53,1.59,0.0
20230928:0310,0.0,0.0,0.0,12.13,1.52,0.0
20230928:0410,0.0,0.0,0.0,11.8,1.52,0.0
20230928:0510,6.48,21.71,2.99,11.61,1.52,0.0
20230928:0610,166.4,226.26,12.89,12.71,1.24,0.0
20230928:0710,353.51,445.66,22.16,16.69,0.97,0.0
20230928:0810,506.4,643.55,30.25,19.58,1.24,0.0
20230928:0910,609.16,784.26,36.47,21.29,1.79,0.0
20230928:1010,659.88,854.76,40.0,22.27,2.28,0.0
20230928:1110,652.93,841.05,40.22,22.9,2.9,0.0
20230928:1210,591.14,754.95,37.08,23.11,3.1,0.0
20230928:1310,513.58,652.12,31.15,23.07,2.97,0.0
20230928:1410,363.22,464.0,23.25,22.85,2.69,0.0
20230928:1510,182.59,252.58,14.1,22.3,2.14,0.0
20230928:1610,11.01,25.8,4.26,20.95,1.79,0.0
20230928:1710,0.0,0.0,0.0,19.42,1.86,0.0
20230928:1810,0.0,0.0,0.0,18.17,1.79,0.0
20230928:1910,0.0,0.0,0.0,17.26,2.0,0.0
20230928:2010,0.0,0.0,0.0,16.33,2.0,0.0
20230928:2110,0.0,0.0,0.0,15.46,2.0,0.0
20230928:2210,0.0,0.0,0.0,14.72,1.93,0.0
20230928:2310,0.0,0.0,0.0,14.63,1.93,0.0
20230929:0010,0.0,0.0,0.0,13.94,1.93,0.0
20230929:0110,0.0,0.0,0.0,13.76,2.0,0.0
20230929:0210,0.0,0.0,0.0,13.44,2.0,0.0
20230929:0310,0.0,0.0,0.0,13.07,2.0,0.0
20230929:0410,0.0,0.0,0.0,12.82,2.0,0.0
20230929:0510,5.53,19.51,2.76,12.64,2.07,0.0
20230929:0610,164.77,224.84,12.65,13.42,1.86,0.0
20230929:0710,357.8,449.48,21.89,16.52,1.31,0.0
20230929:0810,505.19,640.49,29.95,19.64,1.45,0.0
20230929:0910,606.38,774.55,36.13,21.28,2.34,0.0
20230929:1010,662.22,850.24,39.62,22.12,2.9,0.0
20230929:1110,652.01,836.3,39.82,22.71,3.17,0.0
20230929:1210,575.15,732.21,36.68,22.97,3.24,0.0
20230929:1310,511.09,647.59,30.77,22.99,3.17,0.0
20230929:1410,365.99,466.49,22.89,22.71,3.03,0.0
20230929:1510,181.87,251.79,13.75,22.0,2.48,0.0
20230929:1610,9.79,23.89,3.91,20.52,2.14,0.0
20230929:1710,0.0,0.0,0.0,18.91,2.14,0.0
20230929:1810,0.0,0.0,0.0,17.76,2.14,0.0
20230929:1910,0.0,0.0,0.0,16.79,2.28,0.0
20230929:2010,0.0,0.0,0.0,16.01,2.28,0.0
20230929:2110,0.0,0.0,0.0,15.43,2.28,0.0
20230929:2210,0.0,0.0,0.0,14.94,2.21,0.0
20230929:2310,0.0,0.0,0.0,14.49,2.14,0.0
20230930:0010,0.0,0.0,0.0,13.99,2.07,0.0
20230930:0110,0.0,0.0,0.0,13.55,2.0,0.0
20230930:0210,0.0,0.0,0.0,13.29,1.93,0.0
20230930:0310,0.0,0.0,0.0,13.6,2.0,0.0
20230930:0410,0.0,0.0,0.0,14.32,2.14,0.0
20230930:0510,3.84,16.99,2.53,14.99,2.14,0.0
20230930:0610,44.18,69.44,12.4,15.86,2.21,0.0
20230930:0710,52.91,80.0,21.62,15.99,1.86,0.0
20230930:0810,80.85,114.15,29.65,16.95,2.34,0.0
20230930:0910,423.64,526.82,35.79,18.18,2.34,0.0
20230930:1010,646.44,812.75,39.25,19.9,3.52,0.0
20230930:1110,610.24,763.91,39.43,20.62,4.14,0.0
20230930:1210,555.86,691.4,36.29,20.63,4.41,0.0
20230930:1310,495.07,614.14,30.39,20.82,4.48,0.0
20230930:1410,325.29,408.77,22.52,20.53,4.28,0.0
20230930:1510,148.42,204.73,13.4,19.57,3.31,0.0
20230930:1610,7.44,20.07,3.57,18.82,3.17,0.0
20230930:1710,0.0,0.0,0.0,17.92,2.97,0.0
20230930:1810,0.0,0.0,0.0,17.07,2.97,0.0
20230930:1910,0.0,0.0,0.0,16.71,2.48,0.0
20230930:2010,0.0,0.0,0.0,16.11,2.41,0.0
20230930:2110,0.0,0.0,0.0,15.66,2.48,0.0
20230930:2210,0.0,0.0,0.0,15.03,2.48,0.0
20230930:2310,0.0,0.0,0.0,14.43,2.41,0.0
20231001:0010,0.0,0.0,0.0,13.73,2.21,0.0
20231001:0110,0.0,0.0,0.0,13.11,2.07,0.0
20231001:0210,0.0,0.0,0.0,12.7,2.0,0.0
20231001:0310,0.0,0.0,0.0,12.17,1.86,0.0
20231001:0410,0.0,0.0,0.0,11.68,1.66,0.0
20231001:0510,1.67,10.7,2.29,11.12,1.45,0.0
20231001:0610,115.66,159.46,12.16,11.48,0.97,0.0
20231001:0710,364.97,455.66,21.35,13.98,0.76,0.0
20231001:0810,465.32,579.4,29.35,15.57,0.97,0.0
20231001:0910,590.89,747.32,35.45,17.28,1.38,0.0
20231001:1010,635.46,807.99,38.87,18.56,1.93,0.0
20231001:1110,626.54,799.43,39.03,19.58,2.0,0.0
20231001:1210,571.63,725.4,35.89,20.61,2.28,0.0
20231001:1310,497.73,629.36,30.01,20.94,2.14,0.0
20231001:1410,346.85,442.71,22.15,21.04,1.79,0.0
20231001:1510,166.7,232.91,13.05,20.74,1.38,0.0
20231001:1610,6.24,18.15,3.22,19.38,0.76,0.0
20231001:1710,0.0,0.0,0.0,18.41,0.28,0.0
20231001:1810,0.0,0.0,0.0,16.95,0.83,0.0
20231001:1910,0.0,0.0,0.0,14.99,1.52,0.0
20231001:2010,0.0,0.0,0.0,14.24,1.66,0.0
20231001:2110,0.0,0.0,0.0,13.32,1.59,0.0
20231001:2210,0.0,0.0,0.0,12.55,1.52,0.0
20231001:2310,0.0,0.0,0.0,12.06,1.45,0.0
20231002:0010,0.0,0.0,0.0,11.65,1.52,0.0
20231002:0110,0.0,0.0,0.0,11.53,1.52,0.0
20231002:0210,0.0,0.0,0.0,11.26,1.52,0.0
20231002:0310,0.0,0.0,0.0,11.09,1.52,0.0
20231002:0410,0.0,0.0,0.0,10.99,1.52,0.0
20231002:0510,0.86,7.81,2.06,10.92,1.52,0.0
20231002:0610,154.17,211.65,11.91,11.72,1.1,0.0
20231002:0710,339.24,427.62,21.08,15.88,0.69,0.0
20231002:0810,488.31,618.24,29.05,18.92,1.1,0.0
20231002:0910,583.78,744.89,35.11,20.36,1.79,0.0
20231002:1010,635.76,818.09,38.5,21.45,2.14,0.0
20231002:1110,624.48,802.56,38.64,22.31,2.48,0.0
20231002:1210,547.72,699.27,35.5,22.83,2.55,0.0
20231002:1310,483.34,614.74,29.62,23.1,2.55,0.0
20231002:1410,337.59,433.02,21.79,22.98,2.55,0.0
20231002:1510,54.79,85.09,12.69,22.35,2.21,0.0
20231002:1610,3.98,14.33,2.88,20.85,2.21,0.0
20231002:1710,0.0,0.0,0.0,19.22,2.21,0.0
20231002:1810,0.0,0.0,0.0,18.14,2.21,0.0
20231002:1910,0.0,0.0,0.0,17.49,2.14,0.0
20231002:2010,0.0,0.0,0.0,16.78,2.14,0.0
20231002:2110,0.0,0.0,0.0,16.14,2.14,0.0
20231002:2210,0.0,0.0,0.0,15.61,2.21,0.0
20231002:2310,0.0,0.0,0.0,15.17,2.14,0.0
20231003:0010,0.0,0.0,0.0,14.74,2.14,0.0
20231003:0110,0.0,0.0,0.0,14.41,2.14,0.0
20231003:0210,0.0,0.0,0.0,14.04,2.14,0.0
20231003:0310,0.0,0.0,0.0,13.73,2.21,0.0
20231003:0410,0.0,0.0,0.0,13.47,2.28,0.0
20231003:0510,0.43,6.83,1.83,13.24,2.28,0.0
20231003:0610,150.01,207.7,11.66,13.71,2.14,0.0
20231003:0710,339.07,422.22,20.81,15.49,2.0,0.0
20231003:0810,496.8,616.73,28.74,17.68,2.34,0.0
20231003:0910,593.75,747.34,34.77,19.55,2.62,0.0
20231003:1010,637.95,814.96,38.12,21.07,2.55,0.0
20231003:1110,622.7,799.23,38.24,22.23,2.55,0.0
20231003:1210,558.64,712.64,35.1,22.92,2.76,0.0
20231003:1310,489.62,620.9,29.24,23.14,2.97,0.0
20231003:1410,341.85,437.47,21.43,22.96,3.03,0.0
20231003:1510,158.72,224.67,12.35,22.34,2.62,0.0
